Parent Term	Parent Term Accession	Start Stage of Parent Term	End Stage of Parent Term	Child Term	Child term Accession	End Stage of Child Term	Start Stage of Child Term
arm	EMAPA:17413	TS20	TS28	wrist	EMAPA:32784	TS28	TS22
arm	EMAPA:17413	TS20	TS28	arm skeletal muscle	EMAPA:36053	TS28	TS23
arm	EMAPA:17413	TS20	TS28	shoulder	EMAPA:17421	TS28	TS20
arm	EMAPA:17413	TS20	TS28	upper arm	EMAPA:17424	TS28	TS20
arm	EMAPA:17413	TS20	TS28	forearm	EMAPA:17417	TS28	TS20
arterial blood vessel	EMAPA:35144	TS12	TS28	arteriole	EMAPA:35146	TS28	TS27
arterial blood vessel	EMAPA:35144	TS12	TS28	artery	EMAPA:35147	TS28	TS12
arterial system	EMAPA:16201	TS12	TS28	celiac artery	EMAPA:35202	TS28	TS28
arterial system	EMAPA:16201	TS12	TS28	testicular artery	EMAPA:18621	TS28	TS23
arterial system	EMAPA:16201	TS12	TS28	femoral artery	EMAPA:35342	TS28	TS28
arterial system	EMAPA:16201	TS12	TS28	carotid artery	EMAPA:18609	TS28	TS13
arterial system	EMAPA:16201	TS12	TS28	facial artery	EMAPA:19213	TS28	TS25
arterial system	EMAPA:16201	TS12	TS28	vertebral artery	EMAPA:17314	TS28	TS19
arterial system	EMAPA:16201	TS12	TS28	bronchial artery	EMAPA:18608	TS28	TS23
arterial system	EMAPA:16201	TS12	TS28	axillary artery	EMAPA:18749	TS28	TS24
arterial system	EMAPA:16201	TS12	TS28	maxillary artery	EMAPA:17311	TS28	TS19
arterial system	EMAPA:16201	TS12	TS28	posterior cerebral artery	EMAPA:17861	TS28	TS20
arterial system	EMAPA:16201	TS12	TS28	intersegmental artery	EMAPA:17616	TS28	TS16
arterial system	EMAPA:16201	TS12	TS28	middle cerebral artery	EMAPA:18239	TS28	TS20
arterial system	EMAPA:16201	TS12	TS28	arterial blood vessel	EMAPA:35144	TS28	TS12
arterial system	EMAPA:16201	TS12	TS28	cerebral artery	EMAPA:18613	TS28	TS20
arterial system	EMAPA:16201	TS12	TS28	ductus caroticus	EMAPA:17006	TS20	TS17
arterial system	EMAPA:16201	TS12	TS28	branchial arch artery	EMAPA:16684	TS20	TS14
arterial system	EMAPA:16201	TS12	TS28	coronary artery	EMAPA:19160	TS28	TS23
arterial system	EMAPA:16201	TS12	TS28	hyoid artery	EMAPA:17308	TS28	TS19
arterial system	EMAPA:16201	TS12	TS28	lumbar artery	EMAPA:19096	TS26	TS24
arterial system	EMAPA:16201	TS12	TS28	hepatic artery	EMAPA:17859	TS28	TS21
arterial system	EMAPA:16201	TS12	TS28	greater palatine artery	EMAPA:18754	TS26	TS24
arterial system	EMAPA:16201	TS12	TS28	stapedial artery	EMAPA:17313	TS28	TS19
arterial system	EMAPA:16201	TS12	TS28	splenic artery	EMAPA:19216	TS28	TS25
arterial system	EMAPA:16201	TS12	TS28	pulmonary trunk	EMAPA:17015	TS28	TS17
arterial system	EMAPA:16201	TS12	TS28	pulmonary artery	EMAPA:17008	TS28	TS17
arterial system	EMAPA:16201	TS12	TS28	internal carotid artery	EMAPA:16328	TS28	TS13
arterial system	EMAPA:16201	TS12	TS28	dorsal aorta	EMAPA:16204	TS22	TS12
arterial system	EMAPA:16201	TS12	TS28	thyroid artery	EMAPA:18622	TS28	TS23
arterial system	EMAPA:16201	TS12	TS28	nasal artery	EMAPA:35353	TS28	TS28
arterial system	EMAPA:16201	TS12	TS28	innominate artery	EMAPA:17615	TS26	TS20
arterial system	EMAPA:16201	TS12	TS28	renal artery	EMAPA:28373	TS28	TS21
arterial system	EMAPA:16201	TS12	TS28	median sacral artery	EMAPA:19214	TS26	TS20
arterial system	EMAPA:16201	TS12	TS28	ovarian artery	EMAPA:18620	TS28	TS23
arterial system	EMAPA:16201	TS12	TS28	aorta	EMAPA:18601	TS28	TS23
arterial system	EMAPA:16201	TS12	TS28	dorsal nasal artery	EMAPA:35292	TS28	TS28
arterial system	EMAPA:16201	TS12	TS28	iliac artery	EMAPA:17309	TS28	TS19
arterial system	EMAPA:16201	TS12	TS28	gastric artery	EMAPA:35374	TS28	TS28
arterial system	EMAPA:16201	TS12	TS28	common carotid artery	EMAPA:17855	TS28	TS21
arterial system	EMAPA:16201	TS12	TS28	arch of aorta	EMAPA:17613	TS28	TS20
arterial system	EMAPA:16201	TS12	TS28	hyaloid artery	EMAPA:19242	TS26	TS26
arterial system	EMAPA:16201	TS12	TS28	external carotid artery	EMAPA:18611	TS28	TS23
arterial system	EMAPA:16201	TS12	TS28	umbilical artery embryonic part	EMAPA:16331	TS26	TS13
arterial system	EMAPA:16201	TS12	TS28	superior cerebellar artery	EMAPA:19309	TS28	TS26
arterial system	EMAPA:16201	TS12	TS28	vitelline artery	EMAPA:16207	TS18	TS12
arterial system	EMAPA:16201	TS12	TS28	ascending aorta	EMAPA:17014	TS28	TS17
arterial system	EMAPA:16201	TS12	TS28	subclavian artery	EMAPA:17617	TS28	TS20
arterial system	EMAPA:16201	TS12	TS28	communicating artery	EMAPA:18598	TS28	TS23
arterial system	EMAPA:16201	TS12	TS28	basilar artery	EMAPA:17307	TS28	TS19
arterial system	EMAPA:16201	TS12	TS28	internal thoracic artery	EMAPA:18617	TS28	TS23
arterial system	EMAPA:16201	TS12	TS28	subcostal artery	EMAPA:19097	TS28	TS24
arterial system	EMAPA:16201	TS12	TS28	ductus arteriosus	EMAPA:17858	TS28	TS21
arterial system	EMAPA:16201	TS12	TS28	epigastric artery	EMAPA:18750	TS28	TS24
arterial system	EMAPA:16201	TS12	TS28	mesenteric artery	EMAPA:17312	TS28	TS19
arterial system	EMAPA:16201	TS12	TS28	celiac trunk	EMAPA:19212	TS26	TS25
arterial system	EMAPA:16201	TS12	TS28	ophthalmic artery	EMAPA:17007	TS28	TS17
arterial system	EMAPA:16201	TS12	TS28	spinal artery	EMAPA:18241	TS28	TS22
arterial system	EMAPA:16201	TS12	TS28	ventral nasal artery	EMAPA:35909	TS28	TS28
arterial system	EMAPA:16201	TS12	TS28	anterior cerebral artery	EMAPA:17854	TS28	TS20
arterial system	EMAPA:16201	TS12	TS28	intercostal artery	EMAPA:18753	TS28	TS24
arterial system	EMAPA:16201	TS12	TS28	musculo-phrenic artery	EMAPA:19215	TS26	TS25
arterial system	EMAPA:16201	TS12	TS28	arterial system endothelium	EMAPA:35145	TS28	TS28
artery	EMAPA:35147	TS12	TS28	artery endothelium	EMAPA:35148	TS28	TS28
articular system	EMAPA:35150	TS21	TS28	joint	EMAPA:35456	TS28	TS21
articular system	EMAPA:35150	TS21	TS28	articular cartilage	EMAPA:35149	TS28	TS27
ascending aorta	EMAPA:17014	TS17	TS28	early coronary artery	EMAPA:25968	TS22	TS21
atretic follicle	EMAPA:29874	TS28	TS28	oocyte of atretic follicle	EMAPA:29876	TS28	TS28
atretic follicle	EMAPA:29874	TS28	TS28	theca of atretic follicle	EMAPA:31260	TS28	TS28
atretic follicle	EMAPA:29874	TS28	TS28	apoptotic germinal cell	EMAPA:29878	TS28	TS28
atrium auricular region	EMAPA:36055	TS19	TS28	atrium auricular region endocardial lining	EMAPA:36057	TS26	TS19
atrium auricular region	EMAPA:36055	TS19	TS28	atrium auricular region cardiac muscle	EMAPA:36056	TS26	TS19
atrium cardiac muscle	EMAPA:32746	TS15	TS28	right atrium cardiac muscle	EMAPA:17326	TS26	TS19
atrium cardiac muscle	EMAPA:32746	TS15	TS28	common atrial chamber cardiac muscle	EMAPA:16345	TS18	TS13
atrium cardiac muscle	EMAPA:32746	TS15	TS28	left atrium cardiac muscle	EMAPA:17320	TS26	TS19
auditory system	EMAPA:36002	TS12	TS28	ear	EMAPA:16193	TS28	TS12
auricle	EMAPA:35157	TS28	TS28	auricular cartilage	EMAPA:35158	TS28	TS28
auricle	EMAPA:35157	TS28	TS28	auricular muscle	EMAPA:35159	TS28	TS28
autonomic ganglion	EMAPA:18221	TS18	TS28	paraganglion of Zuckerkandl	EMAPA:18223	TS28	TS22
autonomic ganglion	EMAPA:18221	TS18	TS28	ciliary ganglion	EMAPA:18222	TS28	TS22
autonomic nerve plexus	EMAPA:18224	TS22	TS28	hypogastric plexus	EMAPA:18225	TS26	TS22
autonomic nervous system	EMAPA:16984	TS17	TS28	parasympathetic nervous system	EMAPA:17270	TS28	TS19
autonomic nervous system	EMAPA:16984	TS17	TS28	autonomic ganglion	EMAPA:18221	TS28	TS18
autonomic nervous system	EMAPA:16984	TS17	TS28	autonomic nerve plexus	EMAPA:18224	TS28	TS22
autonomic nervous system	EMAPA:16984	TS17	TS28	sympathetic nervous system	EMAPA:16985	TS28	TS17
autopod	EMAPA:32722	TS19	TS28	limb interdigital region	EMAPA:32618	TS28	TS20
autopod	EMAPA:32722	TS19	TS28	limb digit	EMAPA:32725	TS28	TS20
autopod	EMAPA:32722	TS19	TS28	autopod skin	EMAPA:32723	TS28	TS22
autopod	EMAPA:32722	TS19	TS28	autopod joint	EMAPA:35160	TS28	TS21
autopod skin	EMAPA:32723	TS22	TS28	digit skin	EMAPA:32615	TS28	TS22
autopod skin	EMAPA:32723	TS22	TS28	foot skin	EMAPA:18504	TS28	TS22
autopod skin	EMAPA:32723	TS22	TS28	hand skin	EMAPA:18486	TS28	TS22
autopod skin	EMAPA:32723	TS22	TS28	limb interdigital region skin	EMAPA:32610	TS26	TS22
axial musculature	EMAPA:18166	TS22	TS28	psoas major	EMAPA:18169	TS28	TS22
axial musculature	EMAPA:18166	TS22	TS28	serratus muscle	EMAPA:35769	TS28	TS28
axial musculature	EMAPA:18166	TS22	TS28	pre-vertebral muscle of neck	EMAPA:25130	TS28	TS26
axial musculature	EMAPA:18166	TS22	TS28	ilio-psoas	EMAPA:18520	TS28	TS23
axial musculature	EMAPA:18166	TS22	TS28	axial muscle	EMAPA:18167	TS28	TS22
axial musculature	EMAPA:18166	TS22	TS28	quadratus lumborum	EMAPA:18524	TS28	TS23
axial musculature	EMAPA:18166	TS22	TS28	erector spinae	EMAPA:18168	TS28	TS22
axial musculature	EMAPA:18166	TS22	TS28	intercostal muscle	EMAPA:18521	TS28	TS22
axial musculature	EMAPA:18166	TS22	TS28	psoas minor	EMAPA:18170	TS28	TS22
axial musculature	EMAPA:18166	TS22	TS28	serratus anterior	EMAPA:18525	TS26	TS23
axial skeleton	EMAPA:17214	TS15	TS28	vertebral pre-cartilage condensation	EMAPA:32671	TS26	TS15
axial skeleton	EMAPA:17214	TS15	TS28	axial skeleton cervical region	EMAPA:17215	TS28	TS15
axial skeleton	EMAPA:17214	TS15	TS28	vertebral column	EMAPA:35919	TS28	TS27
axial skeleton	EMAPA:17214	TS15	TS28	axial skeleton sacral region	EMAPA:17676	TS28	TS18
axial skeleton	EMAPA:17214	TS15	TS28	sclerotome condensation	EMAPA:17395	TS19	TS19
axial skeleton	EMAPA:17214	TS15	TS28	axial skeleton lumbar region	EMAPA:17393	TS28	TS17
axial skeleton	EMAPA:17214	TS15	TS28	vertebra	EMAPA:32740	TS28	TS22
axial skeleton	EMAPA:17214	TS15	TS28	axial skeleton tail region	EMAPA:18043	TS28	TS19
axial skeleton	EMAPA:17214	TS15	TS28	axial skeleton thoracic region	EMAPA:17396	TS28	TS16
axial skeleton	EMAPA:17214	TS15	TS28	vertebral cartilage condensation	EMAPA:32669	TS26	TS17
axial skeleton	EMAPA:17214	TS15	TS28	intervertebral disc	EMAPA:32739	TS28	TS21
axial skeleton cervical region	EMAPA:17215	TS15	TS28	cervical vertebral cartilage condensation	EMAPA:17392	TS22	TS17
axial skeleton cervical region	EMAPA:17215	TS15	TS28	cervical intervertebral disc	EMAPA:19415	TS26	TS22
axial skeleton cervical region	EMAPA:17215	TS15	TS28	cervical vertebral pre-cartilage condensation	EMAPA:17216	TS17	TS15
axial skeleton cervical region	EMAPA:17215	TS15	TS28	cervical vertebra	EMAPA:17674	TS28	TS22
axial skeleton cervical region	EMAPA:17215	TS15	TS28	ligamentum nuchae	EMAPA:19207	TS26	TS25
axial skeleton lumbar region	EMAPA:17393	TS17	TS28	lumbar vertebra	EMAPA:18007	TS28	TS23
axial skeleton lumbar region	EMAPA:17393	TS17	TS28	lumbar vertebral pre-cartilage condensation	EMAPA:17394	TS19	TS17
axial skeleton lumbar region	EMAPA:17393	TS17	TS28	lumbar vertebral cartilage condensation	EMAPA:17675	TS23	TS19
axial skeleton lumbar region	EMAPA:17393	TS17	TS28	lumbar intervertebral disc	EMAPA:19468	TS26	TS23
axial skeleton sacral region	EMAPA:17676	TS18	TS28	sacral vertebral pre-cartilage condensation	EMAPA:17677	TS20	TS18
axial skeleton sacral region	EMAPA:17676	TS18	TS28	sacral intervertebral disc	EMAPA:19575	TS26	TS24
axial skeleton sacral region	EMAPA:17676	TS18	TS28	sacral vertebra	EMAPA:18336	TS28	TS24
axial skeleton sacral region	EMAPA:17676	TS18	TS28	sacral vertebral cartilage condensation	EMAPA:18009	TS23	TS20
axial skeleton tail region	EMAPA:18043	TS19	TS28	tail vertebral pre-cartilage condensation	EMAPA:18045	TS26	TS19
axial skeleton tail region	EMAPA:18043	TS19	TS28	tail vertebra	EMAPA:18374	TS28	TS22
axial skeleton tail region	EMAPA:18043	TS19	TS28	tail intervertebral disc	EMAPA:19592	TS28	TS24
axial skeleton tail region	EMAPA:18043	TS19	TS28	tail vertebral cartilage condensation	EMAPA:18044	TS26	TS21
axial skeleton thoracic region	EMAPA:17396	TS16	TS28	rib pre-cartilage condensation	EMAPA:17397	TS21	TS19
axial skeleton thoracic region	EMAPA:17396	TS16	TS28	costo-vertebral joint	EMAPA:19020	TS28	TS24
axial skeleton thoracic region	EMAPA:17396	TS16	TS28	thoracic vertebral pre-cartilage condensation	EMAPA:17398	TS18	TS16
axial skeleton thoracic region	EMAPA:17396	TS16	TS28	thoracic vertebra	EMAPA:18011	TS28	TS23
axial skeleton thoracic region	EMAPA:17396	TS16	TS28	thoracic vertebral cartilage condensation	EMAPA:17679	TS22	TS18
axial skeleton thoracic region	EMAPA:17396	TS16	TS28	rib	EMAPA:18010	TS28	TS23
axial skeleton thoracic region	EMAPA:17396	TS16	TS28	rib cartilage condensation	EMAPA:17678	TS22	TS21
axial skeleton thoracic region	EMAPA:17396	TS16	TS28	costal cartilage	EMAPA:35262	TS28	TS26
axial skeleton thoracic region	EMAPA:17396	TS16	TS28	thoracic intervertebral disc	EMAPA:19489	TS26	TS23
back of trunk	EMAPA:35162	TS26	TS28	back musculature	EMAPA:35161	TS28	TS26
basal columns	EMAPA:17582	TS20	TS26	ventral grey horn	EMAPA:18575	TS26	TS23
basal ganglia	EMAPA:32673	TS22	TS28	claustrum	EMAPA:35244	TS28	TS27
basal ganglia	EMAPA:32673	TS22	TS28	pallidum	EMAPA:32780	TS28	TS22
basal ganglia	EMAPA:32673	TS22	TS28	amygdala	EMAPA:32672	TS28	TS22
biceps brachii	EMAPA:19108	TS23	TS28	tendon of biceps brachii	EMAPA:25053	TS26	TS24
biliary bud	EMAPA:16561	TS14	TS15	biliary bud intrahepatic part	EMAPA:16563	TS15	TS14
biliary bud	EMAPA:16561	TS14	TS15	gallbladder primordium	EMAPA:16713	TS17	TS15
biliary bud	EMAPA:16561	TS14	TS15	biliary bud extrahepatic part	EMAPA:16562	TS15	TS14
biliary tract	EMAPA:35172	TS27	TS28	bile duct	EMAPA:35171	TS28	TS27
bladder	EMAPA:18321	TS22	TS28	bladder mucosa	EMAPA:35897	TS28	TS28
bladder	EMAPA:18321	TS22	TS28	detrusor muscle of bladder	EMAPA:28637	TS28	TS22
bladder	EMAPA:18321	TS22	TS28	submucosa of bladder	EMAPA:32275	TS28	TS22
bladder	EMAPA:18321	TS22	TS28	vasculature of bladder	EMAPA:28679	TS28	TS22
bladder	EMAPA:18321	TS22	TS28	lamina propria of bladder	EMAPA:30088	TS28	TS22
bladder	EMAPA:18321	TS22	TS28	bladder trigone region	EMAPA:35174	TS28	TS24
bladder	EMAPA:18321	TS22	TS28	muscularis mucosa of bladder	EMAPA:28619	TS28	TS22
bladder	EMAPA:18321	TS22	TS28	adventitia of bladder	EMAPA:28826	TS28	TS23
bladder	EMAPA:18321	TS22	TS28	nerve of bladder	EMAPA:31526	TS28	TS22
bladder	EMAPA:18321	TS22	TS28	serosa of bladder	EMAPA:28661	TS28	TS22
bladder	EMAPA:18321	TS22	TS28	bladder fundus region	EMAPA:35173	TS28	TS23
bladder	EMAPA:18321	TS22	TS28	urothelium of bladder	EMAPA:28601	TS28	TS22
bladder	EMAPA:18321	TS22	TS28	bladder wall	EMAPA:35175	TS28	TS23
blastocyst	EMAPA:36035	TS04	TS06	primitive endoderm	EMAPA:16051	TS12	TS06
blastocyst	EMAPA:36035	TS04	TS06	trophectoderm	EMAPA:16046	TS26	TS04
blastocyst	EMAPA:36035	TS04	TS06	epiblast	EMAPA:16050	TS08	TS06
blastocyst	EMAPA:36035	TS04	TS06	parietal endoderm	EMAPA:16053	TS26	TS06
blastocyst	EMAPA:36035	TS04	TS06	blastocoelic cavity	EMAPA:16044	TS06	TS04
blastocyst	EMAPA:36035	TS04	TS06	inner cell mass	EMAPA:16041	TS05	TS04
blastocyst-stage conceptus	EMAPA:36046	TS04	TS06	blastocyst	EMAPA:36035	TS06	TS04
blastocyst-stage conceptus	EMAPA:36046	TS04	TS06	second polar body	EMAPA:16034	TS04	TS01
blastocyst-stage conceptus	EMAPA:36046	TS04	TS06	zona pellucida	EMAPA:16035	TS04	TS01
blood	EMAPA:16332	TS13	TS28	plasma	EMAPA:35690	TS28	TS28
blood vessel	EMAPA:32743	TS12	TS28	blood vessel endothelium	EMAPA:35176	TS28	TS27
blood vessel	EMAPA:32743	TS12	TS28	blood vessel smooth muscle	EMAPA:35177	TS28	TS21
body cavity or lining	EMAPA:16060	TS08	TS28	mesothelium	EMAPA:32856	TS28	TS12
body cavity or lining	EMAPA:16060	TS08	TS28	cavity of physiological umbilical hernia	EMAPA:26164	TS26	TS20
body cavity or lining	EMAPA:16060	TS08	TS28	intraembryonic coelom	EMAPA:16088	TS28	TS11
body cavity or lining	EMAPA:16060	TS08	TS28	proamniotic cavity embryonic part	EMAPA:16061	TS10	TS08
body fluid or substance	EMAPA:35178	TS28	TS28	peritoneal fluid	EMAPA:35683	TS28	TS28
body of pancreas	EMAPA:17504	TS20	TS28	dorsal pancreatic duct of pancreas body	EMAPA:17505	TS26	TS20
body of pancreas	EMAPA:17504	TS20	TS28	pancreas body parenchyma	EMAPA:17506	TS26	TS20
body region	EMAPA:36031	TS11	TS28	tail	EMAPA:16748	TS28	TS15
body region	EMAPA:36031	TS11	TS28	trunk	EMAPA:31857	TS28	TS12
body region	EMAPA:36031	TS11	TS28	head	EMAPA:31858	TS28	TS11
body region	EMAPA:36031	TS11	TS28	limb	EMAPA:16405	TS28	TS14
body region	EMAPA:36031	TS11	TS28	neck	EMAPA:35587	TS28	TS24
bone	EMAPA:32782	TS20	TS28	periosteum	EMAPA:35681	TS28	TS28
bone	EMAPA:32782	TS20	TS28	bone marrow	EMAPA:32760	TS28	TS23
bone	EMAPA:32782	TS20	TS28	bone tissue	EMAPA:35179	TS28	TS27
bone	EMAPA:32782	TS20	TS28	trabecular bone	EMAPA:35873	TS28	TS27
bone tissue	EMAPA:35179	TS27	TS28	compact bone	EMAPA:35250	TS28	TS28
bone tissue	EMAPA:35179	TS27	TS28	endochondral bone	EMAPA:35304	TS28	TS27
bowel	EMAPA:35180	TS28	TS28	bowel wall	EMAPA:35181	TS28	TS28
Bowman's capsule of mature renal corpuscle	EMAPA:28257	TS25	TS28	parietal epithelium of mature renal corpuscle	EMAPA:28260	TS28	TS25
Bowman's capsule of mature renal corpuscle	EMAPA:28257	TS25	TS28	urinary space of mature renal corpuscle	EMAPA:28263	TS28	TS25
Bowman's capsule of maturing renal corpuscle	EMAPA:27973	TS22	TS27	urinary space of maturing renal corpuscle	EMAPA:27985	TS27	TS22
Bowman's capsule of maturing renal corpuscle	EMAPA:27973	TS22	TS27	glomerular mesangium of maturing renal corpuscle	EMAPA:30031	TS27	TS22
Bowman's capsule of maturing renal corpuscle	EMAPA:27973	TS22	TS27	parietal epithelium of maturing renal corpuscle	EMAPA:27979	TS27	TS22
brachial plexus	EMAPA:16988	TS17	TS28	axillary nerve	EMAPA:18802	TS28	TS24
brachial plexus	EMAPA:16988	TS17	TS28	radial nerve	EMAPA:17278	TS28	TS19
brachial plexus	EMAPA:16988	TS17	TS28	median nerve	EMAPA:17277	TS28	TS19
brachial plexus	EMAPA:16988	TS17	TS28	ulnar nerve	EMAPA:17279	TS28	TS19
brain	EMAPA:16894	TS17	TS28	circumventricular organ	EMAPA:35243	TS28	TS27
brain	EMAPA:16894	TS17	TS28	brain meninges	EMAPA:32662	TS28	TS21
brain	EMAPA:16894	TS17	TS28	brain marginal layer	EMAPA:32680	TS28	TS17
brain	EMAPA:16894	TS17	TS28	hindbrain	EMAPA:16916	TS28	TS17
brain	EMAPA:16894	TS17	TS28	brain blood vessel	EMAPA:35182	TS28	TS27
brain	EMAPA:16894	TS17	TS28	midbrain	EMAPA:16974	TS28	TS17
brain	EMAPA:16894	TS17	TS28	brain ventricle	EMAPA:32674	TS28	TS17
brain	EMAPA:16894	TS17	TS28	brain white matter	EMAPA:35187	TS28	TS27
brain	EMAPA:16894	TS17	TS28	forebrain	EMAPA:16895	TS28	TS17
brain	EMAPA:16894	TS17	TS28	brainstem	EMAPA:32678	TS28	TS20
brain	EMAPA:16894	TS17	TS28	brain grey matter	EMAPA:35184	TS28	TS22
brain	EMAPA:16894	TS17	TS28	midbrain-hindbrain junction	EMAPA:32857	TS26	TS17
brain	EMAPA:16894	TS17	TS28	choroid plexus	EMAPA:32741	TS28	TS20
brain	EMAPA:16894	TS17	TS28	brain mantle layer	EMAPA:32681	TS26	TS17
brain	EMAPA:16894	TS17	TS28	brain floor plate	EMAPA:32676	TS26	TS17
brain	EMAPA:16894	TS17	TS28	brain ependyma	EMAPA:35183	TS28	TS27
brain	EMAPA:16894	TS17	TS28	brain ventricular layer	EMAPA:32679	TS28	TS17
brain	EMAPA:16894	TS17	TS28	brain subventricular zone	EMAPA:32804	TS28	TS20
brain	EMAPA:16894	TS17	TS28	brain vascular element	EMAPA:35186	TS23	TS17
brain grey matter	EMAPA:35184	TS22	TS28	brain nucleus	EMAPA:35185	TS28	TS22
brain meninges	EMAPA:32662	TS21	TS28	brain arachnoid mater	EMAPA:32661	TS28	TS21
brain meninges	EMAPA:32662	TS21	TS28	brain subarachnoid space	EMAPA:32666	TS26	TS21
brain meninges	EMAPA:32662	TS21	TS28	brain dura mater	EMAPA:32668	TS28	TS21
brain meninges	EMAPA:32662	TS21	TS28	brain pia mater	EMAPA:32667	TS28	TS21
brain nucleus	EMAPA:35185	TS22	TS28	amygdaloid nucleus	EMAPA:36051	TS28	TS27
brain venous system	EMAPA:18631	TS23	TS28	hindbrain venous system	EMAPA:18632	TS28	TS23
brain white matter	EMAPA:35187	TS27	TS28	cerebral white matter	EMAPA:35237	TS28	TS27
brain white matter	EMAPA:35187	TS27	TS28	cerebellum white matter	EMAPA:35235	TS28	TS27
brain white matter	EMAPA:35187	TS27	TS28	brainstem white matter	EMAPA:35189	TS28	TS27
brainstem	EMAPA:32678	TS20	TS28	brainstem white matter	EMAPA:35189	TS28	TS27
brainstem	EMAPA:32678	TS20	TS28	brainstem reticular formation	EMAPA:35188	TS28	TS27
brainstem	EMAPA:32678	TS20	TS28	brainstem nucleus	EMAPA:32790	TS28	TS26
brainstem nucleus	EMAPA:32790	TS26	TS28	vestibular VIII nucleus	EMAPA:35923	TS28	TS27
brainstem nucleus	EMAPA:32790	TS26	TS28	raphe nucleus	EMAPA:35721	TS28	TS27
brainstem reticular formation	EMAPA:35188	TS27	TS28	pontine reticular formation	EMAPA:35693	TS28	TS27
brainstem reticular formation	EMAPA:35188	TS27	TS28	medullary reticular formation	EMAPA:35556	TS28	TS27
brainstem white matter	EMAPA:35189	TS27	TS28	posterior commissure	EMAPA:35695	TS28	TS27
branchial arch	EMAPA:16117	TS12	TS19	1st branchial arch	EMAPA:16118	TS19	TS12
branchial arch	EMAPA:16117	TS12	TS19	branchial arch mesenchyme	EMAPA:32755	TS19	TS12
branchial arch	EMAPA:16117	TS12	TS19	branchial groove	EMAPA:32750	TS19	TS12
branchial arch	EMAPA:16117	TS12	TS19	2nd branchial arch	EMAPA:16272	TS19	TS13
branchial arch	EMAPA:16117	TS12	TS19	branchial arch endoderm	EMAPA:32754	TS19	TS12
branchial arch	EMAPA:16117	TS12	TS19	4th branchial arch	EMAPA:16760	TS19	TS16
branchial arch	EMAPA:16117	TS12	TS19	branchial pouch	EMAPA:32752	TS19	TS12
branchial arch	EMAPA:16117	TS12	TS19	3rd branchial arch	EMAPA:16399	TS19	TS14
branchial arch	EMAPA:16117	TS12	TS19	branchial arch epithelium	EMAPA:35401	TS19	TS17
branchial arch	EMAPA:16117	TS12	TS19	branchial arch membrane	EMAPA:32749	TS19	TS12
