Theirler Stage	Accession	Annotation	Data Source	Assay Type	Probe Accession	User Stage	Gene Symbol	Specimen Type	Specimen Strain
TS19	EMAGE:5242	wholemount spatial annotation	mgi	in situ	MGI:3587199	11.5 dpc	Eif2c1	wholemount	unspecified
TS19	EMAGE:5243	wholemount spatial annotation	mgi	in situ	MGI:3587200	11.5 dpc	Eif2c2	wholemount	unspecified
TS19	EMAGE:5244	wholemount spatial annotation	mgi	in situ	MGI:3587201	11.5 dpc	Eif2c3	wholemount	unspecified
TS19	EMAGE:5245	wholemount spatial annotation	emage	in situ	MGI:3587202	11.5 dpc	Eif2c4	wholemount	unspecified
TS16	EMAGE:5246	wholemount spatial annotation	emage	in situ	Elval1 probeA	10.5 dpc	Elavl1	wholemount	involves: C57BL/6 * CBA
TS15	EMAGE:5247	wholemount spatial annotation	emage	in situ	Emid2 probeA	9.5 dpc	Emid2	wholemount	CD-1
TS20	EMAGE:527	3D spatial annotation	mgi	in situ	MGI:1935102	11.5 dpc	Wnt1	section	OF1
TS19	EMAGE:5270	wholemount spatial annotation	emage	in situ reporter	J:41127-Epha8	10.5 dpc	Epha8	wholemount	involves: 129S1/Sv * 129X1/SvJ * C57BL/6
TS14	EMAGE:5271	wholemount spatial annotation	emage	in situ	Ephb2 probeA	10 Somite no.	Ephb2	wholemount	OF1
TS15	EMAGE:5272	wholemount spatial annotation	emage	in situ	Ephb2 probeA	20-25 Somite no.	Ephb2	wholemount	OF1
TS14	EMAGE:5251	wholemount spatial annotation	emage	in situ	Enc1 probeA	9 dpc	Enc1	wholemount	unspecified
TS14	EMAGE:5252	wholemount spatial annotation	emage	in situ	Enc1 probeA	9.5 dpc	Enc1	wholemount	unspecified
TS17	EMAGE:5253	wholemount spatial annotation	emage	in situ	Enc1 probeA	10.5 dpc	Enc1	wholemount	unspecified
TS19	EMAGE:5254	wholemount spatial annotation	emage	in situ	Enc1 probeA	11.5 dpc	Enc1	wholemount	unspecified
TS15	EMAGE:5255	wholemount spatial annotation	emage	immunohistochemistry	Eng antibodyA	9.5 dpc	Eng	wholemount	unspecified
TS14	EMAGE:5256	wholemount spatial annotation	emage	in situ	Enpp2 probeA	9 dpc	Enpp2	wholemount	DDY
TS15	EMAGE:5257	wholemount spatial annotation	emage	in situ	Enpp2 probeA	9.5 dpc	Enpp2	wholemount	DDY
TS15	EMAGE:5258	wholemount spatial annotation	emage	in situ	Enpp2 probeA	9.5 dpc	Enpp2	wholemount	DDY
TS18	EMAGE:5259	wholemount spatial annotation	emage	in situ	Enpp2 probeA	10.5 dpc	Enpp2	wholemount	DDY
TS12	EMAGE:526	3D spatial annotation	mgi	in situ	MGI:1935102	8.5 dpc	Wnt1	section	OF1
TS15	EMAGE:5260	wholemount spatial annotation	emage	in situ	Epas1 probeA	9.5 dpc	Epas1	wholemount	unspecified
TS17	EMAGE:5261	wholemount spatial annotation	emage	in situ	Epas1 probeA	10.5 dpc	Epas1	wholemount	unspecified
TS15	EMAGE:5262	wholemount spatial annotation	emage	in situ	Epha1 probeA	9.5 dpc	Epha1	wholemount	ARC/S
TS18	EMAGE:5263	wholemount spatial annotation	emage	in situ	Epha1 probeA	10.5 dpc	Epha1	wholemount	ARC/S
TS19	EMAGE:5264	wholemount spatial annotation	emage	in situ	Epha1 probeA	11.5 dpc	Epha1	wholemount	ARC/S
TS14	EMAGE:5265	wholemount spatial annotation	emage	in situ	Epha2 probeA	9.0 dpc	Epha2	wholemount	unspecified
TS16	EMAGE:5266	wholemount spatial annotation	emage	in situ	Epha2 probeA	10 dpc	Epha2	wholemount	unspecified
TS16	EMAGE:5267	wholemount spatial annotation	emage	in situ	Epha3 probeA	9.5 dpc	Epha3	wholemount	unspecified
TS17	EMAGE:5268	wholemount spatial annotation	emage	in situ	Epha3 probeA	10.5 dpc	Epha3	wholemount	unspecified
TS18	EMAGE:5269	wholemount spatial annotation	emage	in situ	Epha4 probeA	10.5 dpc	Epha4	wholemount	unspecified
TS19	EMAGE:5291	3D spatial annotation	facebase	in situ	Msx1_cloneC	11.5 dpc	Msx1	opt	CD-1
TS19	EMAGE:5292	3D spatial annotation	facebase	in situ	Dusp6_probeA	11.5 dpc	Dusp6	opt	CD-1
TS20	EMAGE:5293	3D spatial annotation	facebase	in situ	Dusp6_probeA	12.5 dpc	Dusp6	opt	CD-1
TS21	EMAGE:5294	3D spatial annotation	facebase	in situ	Dusp6_probeA	13 dpc	Dusp6	opt	CD-1
TS14	EMAGE:5273	wholemount spatial annotation	emage	in situ	Ephb3 probeB	15 Somite no.	Ephb3	wholemount	OF1
TS15	EMAGE:5274	wholemount spatial annotation	emage	in situ	Ephb3 probeB	25 Somite no.	Ephb3	wholemount	OF1
TS15	EMAGE:5275	wholemount spatial annotation	emage	in situ	Epo probeA	9.5 dpc	Epo	wholemount	involves: 129P2/OlaHsd * C57BL/6 * DBA/2
TS15	EMAGE:5276	wholemount spatial annotation	emage	in situ	Epor probeA	9.5 dpc	Epor	wholemount	
TS14	EMAGE:5277	wholemount spatial annotation	emage	in situ	Wnt8a probeB	9 dpc	Wnt8a	wholemount	C57BL/6 x SJL
TS19	EMAGE:5278	wholemount spatial annotation	mgi	in situ	MGI:3487150	11.5 dpc	Wnt9a	wholemount	unspecified
TS18	EMAGE:5279	wholemount spatial annotation	emage	in situ	Wnt9b probeC	10.5 dpc	Wnt9b	wholemount	unspecified
TS15	EMAGE:528	3D spatial annotation	mgi	in situ	MGI:2153657	9.5 dpc	Lhx2	wholemount plus section of wholemount	
TS16	EMAGE:5280	wholemount spatial annotation	emage	in situ reporter	J:123502-Wtap	9.5 dpc	Wtap	wholemount	involves: 129P2/OlaHsd
TS15	EMAGE:5281	wholemount spatial annotation	emage	in situ	Xirp1 probeA	9.5 dpc	Xirp1	wholemount	unspecified
TS16	EMAGE:5282	wholemount spatial annotation	mgi	in situ	MGI:3698162	10 dpc	Yaf2	wholemount	unspecified
TS16	EMAGE:5283	wholemount spatial annotation	emage	in situ	Ywhah probeA	10.5 dpc	Ywhah	wholemount	unspecified
TS20	EMAGE:5284	3D spatial annotation	emage	in situ	Aldh1a2_probeA	12.5 dpc	Aldh1a2	opt	CD-1
TS19	EMAGE:5285	3D spatial annotation	emage	in situ	Aldh1a2_probeA	11.5 dpc	Aldh1a2	opt	CD-1
TS17	EMAGE:5286	3D spatial annotation	emage	in situ	Aldh1a2_probeA	10.5 dpc	Aldh1a2	wholemount	CD-1
TS19	EMAGE:5287	3D spatial annotation	facebase	in situ	Lhx6_cloneB	11.5 dpc	Lhx6	opt	CD-1
TS20	EMAGE:5288	3D spatial annotation	facebase	in situ	Lhx6_cloneB		Lhx6	opt	CD-1
TS21	EMAGE:5289	3D spatial annotation	facebase	in situ	Lhx6_cloneB	13.5 dpc	Lhx6	opt	CD-1
TS07	EMAGE:529	3D spatial annotation	mgi	in situ	MGI:1326908	5.5 dpc	Bmp4	section	
TS17	EMAGE:5290	3D spatial annotation	facebase	in situ	Msx1_cloneC	10.5 dpc	Msx1	opt	CD-1
TS22	EMAGE:5295	3D spatial annotation	facebase	in situ	Dusp6_probeA	14.5 dpc	Dusp6	opt	CD-1
TS19	EMAGE:5296	3D spatial annotation	facebase	in situ	Fgf8_probeC	11.5 dpc	Fgf8	opt	CD-1
TS22	EMAGE:5297	3D spatial annotation	facebase	in situ	Fgf8_probeC	14.5 dpc	Fgf8	opt	CD-1
TS15	EMAGE:5298	wholemount spatial annotation	emage	in situ	Fgf8_probeC	9.5 dpc	Fgf8	opt	CD-1
TS16	EMAGE:5299	wholemount spatial annotation	emage	in situ	Erbb3 probeA	10.5 dpc	Erbb3	wholemount	involves: 129P2/OlaHsd
TS08	EMAGE:530	3D spatial annotation	mgi	in situ	MGI:1326908	6.5 dpc	Bmp4	section	
TS15	EMAGE:5300	wholemount spatial annotation	emage	in situ	Erbb4 probeA	9.5 dpc	Erbb4	wholemount	unspecified
TS17	EMAGE:5301	wholemount spatial annotation	mgi	in situ	MGI:3663867	10.5 dpc	Ercc6l	wholemount	BALB/c
TS17	EMAGE:5302	wholemount spatial annotation	facebase	in situ	Pax9_cloneB	10.5 dpc	Pax9	opt	CD-1
TS15	EMAGE:5303	wholemount spatial annotation	mgi	in situ	MGI:3693932	9.5 dpc	Esam	wholemount	unspecified
TS14	EMAGE:5304	wholemount spatial annotation	emage	in situ reporter	J:105155-Etl4	9.5 dpc	Etl4	wholemount	B6.Cg-Etl4<Gt(pU8)80211Imeg>
TS14	EMAGE:5305	wholemount spatial annotation	emage	in situ	Evx1 probeA	9.5 dpc	Evx1	wholemount	unspecified
TS17	EMAGE:5306	wholemount spatial annotation	emage	in situ	Ext1 probeA	10.5 dpc	Ext1	wholemount	C57BL/6
TS19	EMAGE:5307	wholemount spatial annotation	emage	in situ	Ext1 probeA	11.5 dpc	Ext1	wholemount	C57BL/6
TS19	EMAGE:5308	wholemount spatial annotation	facebase	in situ	Pax9_cloneB	11.5 dpc	Pax9	opt	CD-1
TS20	EMAGE:5309	3D spatial annotation	facebase	in situ	Pax9_cloneB		Pax9	opt	CD-1
TS04	EMAGE:531	only anatomy term annotation	mgi	in situ	MGI:1326908	3.5 dpc	Bmp4	section	CD1
TS15	EMAGE:5310	wholemount spatial annotation	emage	in situ	Eya2 probeB	9.5 dpc	Eya2	wholemount	unspecified
TS21	EMAGE:5311	3D spatial annotation	facebase	in situ	Pax9_cloneB		Pax9	opt	CD-1
TS17	EMAGE:5312	wholemount spatial annotation	emage	in situ	Eya2 probeB	10.5 dpc	Eya2	wholemount	unspecified
TS22	EMAGE:5313	3D spatial annotation	facebase	in situ	Pax9_cloneB	14.5 dpc	Pax9	opt	CD-1
TS15	EMAGE:5314	wholemount spatial annotation	emage	in situ	Eya3 probeA	9.5 dpc	Eya3	wholemount	unspecified
TS17	EMAGE:5315	wholemount spatial annotation	emage	in situ	Eya3 probeA	10.5 dpc	Eya3	wholemount	unspecified
TS17	EMAGE:5316	wholemount spatial annotation	mgi	in situ	MGI:1337368	10.5 dpc	Eya4	wholemount	unspecified
TS14	EMAGE:5317	wholemount spatial annotation	emage	in situ	Ezh2 probeA	9.5 dpc	Ezh2	wholemount	unspecified
TS15	EMAGE:5318	wholemount spatial annotation	emage	in situ	Ezr probeA	9.5 dpc	Ezr	wholemount	unspecified
TS17	EMAGE:5319	wholemount spatial annotation	emage	in situ	Ezr probeA	10.5 dpc	Ezr	wholemount	unspecified
TS11	EMAGE:532	both wholemount and 3D spatial annotation	mgi	in situ	MGI:1333123		Bmp5	sectioned wholemount	
TS19	EMAGE:5320	wholemount spatial annotation	emage	in situ	Ezr probeA	11.5 dpc	Ezr	wholemount	unspecified
TS17	EMAGE:5321	wholemount spatial annotation	mgi	in situ	MGI:3720462	10.5 dpc	Cass4	wholemount	unspecified
TS19	EMAGE:5322	wholemount spatial annotation	mgi	in situ	MGI:3720462	11.5 dpc	Cass4	wholemount	unspecified
TS17	EMAGE:5323	wholemount spatial annotation	emage	in situ	Fabp7 probeA	10.5 dpc	Fabp7	wholemount	unspecified
TS15	EMAGE:5324	wholemount spatial annotation	emage	in situ	Fadd probeA	10 dpc	Fadd	wholemount	unspecified
TS15	EMAGE:5325	wholemount spatial annotation	emage	in situ	Fasn probeA	9.5 dpc	Fasn	wholemount	unspecified
TS17	EMAGE:5326	wholemount spatial annotation	emage	in situ	Fasn probeA	10.5 dpc	Fasn	wholemount	unspecified
TS15	EMAGE:5327	wholemount spatial annotation	emage	in situ reporter	J:89938-Fbl	9.5 dpc	Fbl	wholemount	nvolves: 129P2/OlaHsd * C57BL/6
TS19	EMAGE:5328	wholemount spatial annotation	emage	in situ reporter	J:89938-Fbl	11.5 dpc	Fbl	wholemount	involves: 129P2/OlaHsd * C57BL/6
TS15	EMAGE:5329	wholemount spatial annotation	mgi	in situ	MGI:3763128	9.5 dpc	Fbxl16	wholemount	
TS14	EMAGE:533	3D spatial annotation	mgi	in situ	MGI:1332537	9.5 dpc	Egr2	section	
TS16	EMAGE:5330	wholemount spatial annotation	mgi	in situ	MGI:3763128	10 dpc	Fbxl16	wholemount	
TS17	EMAGE:5331	wholemount spatial annotation	mgi	in situ	MGI:3763128	10.5 dpc	Fbxl16	wholemount	
TS19	EMAGE:5332	wholemount spatial annotation	mgi	in situ	MGI:3763128	11.5 dpc	Fbxl16	wholemount	
TS17	EMAGE:5333	wholemount spatial annotation	emage	in situ	Fezf1 probeA	10.5 dpc	Fezf1	wholemount	unspecified
TS20	EMAGE:5334	3D spatial annotation	facebase	in situ	Satb2_probeB	12.5 dpc	Satb2	opt	CD-1
TS15	EMAGE:5335	wholemount spatial annotation	emage	in situ	Fezf1 probeA	9.5 dpc	Fezf1	wholemount	unspecified
TS12	EMAGE:5336	wholemount spatial annotation	emage	in situ	Fezf1 probeA	8.0 dpc	Fezf1	wholemount	unspecified
TS14	EMAGE:5337	wholemount spatial annotation	emage	in situ	Fezf1 probeA	8.5 dpc	Fezf1	wholemount	unspecified
TS17	EMAGE:5338	wholemount spatial annotation	emage	in situ	Fgf17 probeC	9.5 dpc	Fgf17	wholemount	unspecified
TS21	EMAGE:5339	3D spatial annotation	facebase	in situ	Satb2_probeB	13.5 dpc	Satb2	opt	CD-1
TS12	EMAGE:534	only anatomy term annotation	mgi	in situ	MGI:1332537	8.5 dpc	Egr2	section	
TS15	EMAGE:5341	wholemount spatial annotation	emage	in situ	Fgf17 probeD	9.5 dpc	Fgf17	wholemount	ICR
TS15	EMAGE:5342	wholemount spatial annotation	emage	in situ	Fgf18 probeC	9.5 dpc	Fgf18	wholemount	ICR
TS16	EMAGE:5343	wholemount spatial annotation	emage	in situ	Fgfr1 probeA	10 dpc	Fgfr1	wholemount	unspecified
TS16	EMAGE:5344	wholemount spatial annotation	emage	in situ	MGI:2387021	11.5 dpc	Fgfr2	wholemount	unspecified
TS16	EMAGE:5345	wholemount spatial annotation	emage	in situ	Fgfr4 probeA	10.5 dpc	Fgfr4	wholemount	unspecified
TS18	EMAGE:5346	wholemount spatial annotation	emage	in situ	Fjx1 probeA	11.5 dpc	Fjx1	wholemount	unspecified
TS17	EMAGE:5347	wholemount spatial annotation	emage	in situ	Fjx1 probeA	10.5 dpc	Fjx1	wholemount	unspecified
TS15	EMAGE:5348	wholemount spatial annotation	emage	in situ	Fjx1 probeA	9.5 dpc	Fjx1	wholemount	unspecified
TS15	EMAGE:5349	wholemount spatial annotation	emage	in situ	Fkbp3 probeA	9.5 dpc	Fkbp3	wholemount	unspecified
TS12	EMAGE:535	only anatomy term annotation	mgi	in situ	MGI:17719	8.5 dpc	Epha4	section	
TS15	EMAGE:5350	wholemount spatial annotation	emage	in situ reporter	J:99183-Foxs1	9.5 dpc	Foxs1	wholemount	
TS17	EMAGE:5351	wholemount spatial annotation	emage	in situ reporter	J:99183-Foxs1	10.5 dpc	Foxs1	wholemount	
TS19	EMAGE:5352	wholemount spatial annotation	emage	in situ reporter	J:99183-Foxs1	11.5 dpc	Foxs1	wholemount	
TS19	EMAGE:5353	wholemount spatial annotation	emage	in situ	Foxs1 probeA	11.5 dpc	Foxs1	wholemount	unspecified
TS15	EMAGE:5354	wholemount spatial annotation	emage	in situ	Flt1 probeA	9.5 dpc	Flt1	wholemount	unspecified
TS15	EMAGE:5355	wholemount spatial annotation	emage	immunohistochemistry	Flt4 antibodyA	9.5 dpc	Flt4	wholemount	
TS15	EMAGE:5356	wholemount spatial annotation	emage	in situ	Yy1 probeA	9.5 dpc	Yy1	wholemount	129;B6
TS15	EMAGE:5357	wholemount spatial annotation	emage	in situ	Zbtb17 probeA	9.5 dpc	Zbtb17	wholemount	unspecified
TS16	EMAGE:5358	wholemount spatial annotation	emage	in situ	Zc3h8 probeA	10 dpc	Zc3h8	wholemount	unspecified
TS16	EMAGE:5359	wholemount spatial annotation	emage	in situ	Zeb2 probeA	10.5 dpc	Zeb2	wholemount	unspecified
TS10	EMAGE:536	3D spatial annotation	mgi	in situ	MGI:18239	7.5 dpc	Foxa2	section	
TS17	EMAGE:5360	wholemount spatial annotation	emage	in situ	Zfp110 probeA	11 dpc	Zfp110	wholemount	CD-1
TS16	EMAGE:5361	wholemount spatial annotation	emage	in situ	Zfp131 probeA	10.5 dpc	Zfp131	wholemount	C57BL/6J
TS22	EMAGE:5340	3D spatial annotation	facebase	in situ	Satb2_probeB	14.5 dpc	Satb2	opt	CD-1
TS18	EMAGE:5363	wholemount spatial annotation	mgi	in situ	MGI:3604075	10.5 dpc	Zfp423	wholemount	unspecified
TS15	EMAGE:5364	wholemount spatial annotation	emage	in situ reporter	J:119299-Rapgef1	9.5 dpc	Rapgef1	wholemount	
TS17	EMAGE:5365	wholemount spatial annotation	emage	in situ	Zfp704 probeA	10.5 dpc	Zfp704	wholemount	unspecified
TS14	EMAGE:5366	wholemount spatial annotation	emage	in situ	Zfpm2 probeA	9 dpc	Zfpm2	wholemount	unspecified
TS17	EMAGE:5367	wholemount spatial annotation	emage	in situ	MGI:3578236	10.5 dpc	Zic2	wholemount	unspecified
TS17	EMAGE:5368	wholemount spatial annotation	emage	in situ	MGI:2386259	10.5 dpc	Zic5	wholemount	unspecified
TS16	EMAGE:5369	wholemount spatial annotation	emage	in situ	Zscan10 probeA	9.5 dpc	Zscan10	wholemount	unspecified
TS12	EMAGE:537	3D spatial annotation	mgi	in situ	MGI:1335235	8 Somite no.	Foxo1	section	ICR
TS17	EMAGE:5370	wholemount spatial annotation	emage	in situ	Gpx1 probeA	10.5 dpc	Gpx1	wholemount	ICR
TS20	EMAGE:5371	3D spatial annotation	facebase	in situ	Bmp4_cloneB	11.5 dpc	Bmp4	opt	CD-1
TS17	EMAGE:5372	3D spatial annotation	facebase	in situ	Shox2_cloneA	10.5 dpc	Shox2	opt	CD-1
TS16	EMAGE:5373	wholemount spatial annotation	emage	in situ	Gjd2 probeA	10.5 dpc	Gjd2	wholemount	CD-1
TS16	EMAGE:5374	wholemount spatial annotation	emage	in situ	Gli3 probeA	10.5 dpc	Gli3	wholemount	NMRI
TS16	EMAGE:5375	wholemount spatial annotation	mgi	in situ	MGI:3640361	9.5 dpc	Glis3	wholemount	unspecified
TS15	EMAGE:5376	wholemount spatial annotation	mgi	in situ	MGI:3761014	9.5 dpc	Gmfg	wholemount	unspecified
TS17	EMAGE:5377	wholemount spatial annotation	emage	in situ	Gpc3 probeB	10.5 dpc	Gpc3	wholemount	unspecified
TS18	EMAGE:5378	wholemount spatial annotation	mgi	in situ	MGI:3589425	11 dpc	Gpr126	wholemount	unspecified
TS20	EMAGE:5379	3D spatial annotation	facebase	in situ	Shox2_cloneA	11.5 dpc	Shox2	opt	CD-1
TS18	EMAGE:538	3D spatial annotation	mgi	in situ	MGI:2445989	10.5 dpc	Notch1	section	C57BL/6
TS16	EMAGE:5380	wholemount spatial annotation	emage	in situ	Gpx4 probeA	10.5 dpc	Gpx4	wholemount	C57BL/6J
TS21	EMAGE:5381	3D spatial annotation	facebase	in situ	Shox2_cloneA	13.5 dpc	Shox2	opt	CD-1
TS14	EMAGE:5382	wholemount spatial annotation	emage	in situ	Grlf1 probeA	9 dpc	Grlf1	wholemount	unspecified
TS20	EMAGE:5383	3D spatial annotation	facebase	in situ	Shox2_cloneA	12.5 dpc	Shox2	opt	CD-1
TS14	EMAGE:5362	wholemount spatial annotation	emage	in situ	Zfp422 probeA	9 dpc	Zfp422	wholemount	unspecified
TS15	EMAGE:5385	wholemount spatial annotation	facebase	in situ	Shox2_cloneA	9.5 dpc	Shox2	opt	CD-1
TS17	EMAGE:5386	wholemount spatial annotation	mgi	in situ reporter	J:58812-H3f3a	11.5 dpc	H3f3a	wholemount	involves: 129/Sv
TS19	EMAGE:5387	wholemount spatial annotation	emage	in situ	Hbb-b2 probeA	10 dpc	Hbb-b2	wholemount	unspecified
TS17	EMAGE:5388	wholemount spatial annotation	emage	in situ	Hbegf probeA	10 dpc	Hbegf	wholemount	C57BL/10
TS17	EMAGE:5389	wholemount spatial annotation	emage	in situ	Hbegf probeA	10 dpc	Hbegf	wholemount	C57BL/10
TS08	EMAGE:539	wholemount spatial annotation	mgi	in situ	MGI:1276508	6.5 dpc	Tlx2	wholemount	
TS20	EMAGE:5390	3D spatial annotation	facebase	in situ	Gsc_cloneA	12.5 dpc	Gsc	opt	CD-1
TS21	EMAGE:5391	3D spatial annotation	facebase	in situ	Gsc_cloneA	13.5 dpc	Gsc	opt	CD-1
TS17	EMAGE:5392	wholemount spatial annotation	mgi	in situ	MGI:3664286	10.5 dpc	Insc	wholemount	unspecified
TS22	EMAGE:5393	3D spatial annotation	facebase	in situ	Gsc_cloneA	14.5 dpc	Gsc	opt	CD-1
TS15	EMAGE:5394	3D spatial annotation	facebase	in situ	Gsc_cloneA	9.5 dpc	Gsc	opt	CD-1
TS16	EMAGE:5395	wholemount spatial annotation	emage	in situ	Hcn4 probeA	27 Somite no.	Hcn4	wholemount	CD-1
TS15	EMAGE:5396	wholemount spatial annotation	emage	in situ	Hdac1 probeA	9.5 dpc	Hdac1	wholemount	unspecified
TS22	EMAGE:5397	3D spatial annotation	emage	in situ	Shox2_cloneA	14.5 dpc	Shox2	opt	CD-1
TS17	EMAGE:5398	wholemount spatial annotation	emage	in situ reporter	J:93021-Hdac5	10.5 dpc	Hdac5	wholemount	involves: 129S2/SvPas * C57BL/6
TS19	EMAGE:5399	3D spatial annotation	facebase	in situ	Dlx5_cloneA	11.5 dpc	Dlx5	opt	CD-1
TS12	EMAGE:540	only anatomy term annotation	mgi	in situ	MGI:1276508	8.5 dpc	Tlx2	wholemount	CD1
TS19	EMAGE:5400	wholemount spatial annotation	emage	in situ reporter	J:116008-Hdac7	11.0 dpc	Hdac7	wholemount	involves: 129/Sv * C57BL/6
TS20	EMAGE:5401	3D spatial annotation	facebase	in situ	Dlx5_cloneA	12.5 dpc	Dlx5	opt	CD-1
TS17	EMAGE:5402	wholemount spatial annotation	emage	in situ	Hells probeA	10.5 dpc	Hells	wholemount	C57BL/6
TS21	EMAGE:5403	3D spatial annotation	facebase	in situ	Dlx5_cloneA	13.5 dpc	Dlx5	opt	CD-1
TS17	EMAGE:5404	wholemount spatial annotation	emage	in situ	Hey2 probeA	10.5 dpc	Hey2	wholemount	CD-1
TS19	EMAGE:5405	3D spatial annotation	facebase	in situ	Gsc_cloneA	11.5 dpc	Gsc	opt	CD-1
TS18	EMAGE:5384	wholemount spatial annotation	emage	in situ	Gsx2 probeA	10.5 dpc	Gsx2	wholemount	unspecified
TS23	EMAGE:7354	wholemount spatial annotation	eurexpress	in situ	T6467	14.5 dpc	E430018J23Rik	section	C57BL/6
TS22	EMAGE:5407	3D spatial annotation	facebase	in situ	Dlx5_cloneA	14.5 dpc	Dlx5	opt	CD-1
TS14	EMAGE:5408	wholemount spatial annotation	emage	in situ	Hgf probeA	8.75 dpc	Hgf	wholemount	(either: CD-1 or: MF-1) x (C57BL/6J X SJL/J)F1
TS22	EMAGE:5409	3D spatial annotation	facebase	in situ	Shh_cloneA	14 dpc	Shh	opt	CD-1
TS16	EMAGE:541	3D spatial annotation	mgi	in situ	MGI:1289531	11.0 dpc	Vax1	wholemount plus section of wholemount	
TS21	EMAGE:5410	3D spatial annotation	facebase	in situ	Shh_cloneA	13.5 dpc	Shh	opt	CD-1
TS15	EMAGE:5411	3D spatial annotation	facebase	in situ	Msx1_cloneC	9.5 dpc	Msx1	opt	CD-1
TS20	EMAGE:5412	3D spatial annotation	facebase	in situ	Msx1_cloneC	12.5 dpc	Msx1	opt	CD-1
TS21	EMAGE:5413	3D spatial annotation	facebase	in situ	Msx1_cloneC	13.5 dpc	Msx1	opt	CD-1
TS22	EMAGE:5414	3D spatial annotation	facebase	in situ	Msx1_cloneC		Msx1	opt	CD-1
TS22	EMAGE:5415	3D spatial annotation	facebase	in situ	Hand1_probeA	14.0 dpc	Hand1	opt	CD-1
TS21	EMAGE:5416	3D spatial annotation	facebase	in situ	Hand1_cloneA	13.5 dpc	Hand1	opt	CD-1
TS15	EMAGE:5417	3D spatial annotation	facebase	in situ	Hand1_cloneA	9.5 dpc	Hand1	opt	CD-1
TS21	EMAGE:5418	3D spatial annotation	facebase	in situ	Lhx8_cloneB	13.5 dpc	Lhx8	opt	CD-1
TS22	EMAGE:5419	3D spatial annotation	facebase	in situ	Lhx8_cloneB	14.5 dpc	Lhx8	opt	CD-1
TS17	EMAGE:542	3D spatial annotation	mgi	in situ	MGI:1289531	12.5 dpc	Vax1	wholemount plus section of wholemount	
TS21	EMAGE:5420	3D spatial annotation	facebase	in situ	Msx2_cloneA	13.5 dpc	Msx2	opt	CD-1
TS20	EMAGE:5421	3D spatial annotation	facebase	in situ	Shh_cloneA	12.5 dpc	Shh	opt	CD-1
TS21	EMAGE:5422	3D spatial annotation	facebase	in situ	Tbx22_cloneA	13.5 dpc	Tbx22	opt	CD-1
TS19	EMAGE:5423	3D spatial annotation	facebase	in situ	Shh_cloneA	11.5 dpc	Shh	opt	CD-1
TS19	EMAGE:5424	3D spatial annotation	facebase	in situ	Msx2_cloneA	11.5 dpc	Msx2	opt	CD-1
TS17	EMAGE:5425	3D spatial annotation	facebase	in situ	Msx2_cloneA		Msx2	opt	CD-1
TS20	EMAGE:5426	3D spatial annotation	facebase	in situ	Msx2_cloneA	12.5 dpc	Msx2	opt	CD-1
TS17	EMAGE:5427	3D spatial annotation	facebase	in situ	Shh_cloneA	10.5 dpc	Shh	opt	CD-1
TS15	EMAGE:5406	wholemount spatial annotation	emage	in situ	Hgf probeA	9.5 dpc	Hgf	wholemount	(either: CD-1 or: MF-1) x (C57BL/6J X SJL/J)F1
TS11	EMAGE:5428	only anatomy term annotation	emage	in situ	MGI:1814415	7.75 dpc	Tpbg	wholemount	ICR
TS12	EMAGE:5429	wholemount spatial annotation	emage	in situ	MGI:1814415	8.5 dpc	Tpbg	wholemount	ICR
TS15	EMAGE:543	3D spatial annotation	mgi	in situ	MGI:2176195	9.25 dpc	Sema3a	section	
TS11	EMAGE:5430	wholemount spatial annotation	emage	in situ	MGI:3059214	7.5 dpc	Tmem68	wholemount	ICR
TS11	EMAGE:5431	only anatomy term annotation	emage	in situ	MGI:3060746	7.5 dpc	Cbx3	wholemount	ICR
TS14	EMAGE:5432	wholemount spatial annotation	emage	in situ	MGI:1481524	8.5 dpc	Tspan33	wholemount	ICR
TS14	EMAGE:5433	wholemount spatial annotation	emage	in situ	MGI:2663079	9.0 dpc	App	wholemount	ICR
TS11	EMAGE:5434	only anatomy term annotation	emage	in situ	MGI:2663079	7.5 dpc	App	wholemount	ICR
TS11	EMAGE:5435	only anatomy term annotation	emage	in situ	MGI:3067221	7.5 dpc	1810037I17Rik	wholemount	ICR
TS15	EMAGE:5436	wholemount spatial annotation	emage	in situ	MGI:3067221	9.0 dpc	1810037I17Rik	wholemount	ICR
TS11	EMAGE:5437	only anatomy term annotation	emage	in situ	MGI:3068167	7.5 dpc	Wfdc2	wholemount	ICR
TS14	EMAGE:5438	wholemount spatial annotation	emage	in situ	MGI:3068167	9.0 dpc	Wfdc2	wholemount	ICR
TS11	EMAGE:5439	only anatomy term annotation	emage	in situ	MGI:1481524	7.5 dpc	Tspan33	wholemount	ICR
TS20	EMAGE:544	3D spatial annotation	mgi	in situ	MGI:21785	12.5 dpc	Mitf	section	DBA/2 x C57BL/6
TS13	EMAGE:5440	only anatomy term annotation	emage	in situ	MGI:3059214	8.5 dpc	Tmem68	wholemount	ICR
TS11	EMAGE:5441	wholemount spatial annotation	emage	in situ	MGI:1614747	7.5 dpc	Scn1a	wholemount	ICR
TS11	EMAGE:5442	wholemount spatial annotation	emage	in situ	MGI:3071664	7.5 dpc	Tgds	wholemount	ICR
TS14	EMAGE:5443	wholemount spatial annotation	emage	in situ	MGI:3071664	8.5 dpc	Tgds	wholemount	ICR
