Theirler Stage	Accession	Annotation	Data Source	Assay Type	Probe Accession	User Stage	Gene Symbol	Specimen Type	Specimen Strain
TS23	EMAGE:10205	wholemount spatial annotation	eurexpress	in situ	T243	14.5 dpc	Exosc5	section	C57BL/6
TS23	EMAGE:10206	wholemount spatial annotation	eurexpress	in situ	T56024	14.5 dpc	Slc25a15	section	C57BL/6
TS23	EMAGE:10207	wholemount spatial annotation	eurexpress	in situ	T2129	14.5 dpc	Fhod3	section	C57BL/6
TS23	EMAGE:10208	wholemount spatial annotation	eurexpress	in situ	T1695	14.5 dpc	Zfp646	section	C57BL/6
TS23	EMAGE:10188	wholemount spatial annotation	eurexpress	in situ	T1677	14.5 dpc	Scg3	section	C57BL/6
TS23	EMAGE:10189	wholemount spatial annotation	eurexpress	in situ	T2135	14.5 dpc	Zcchc8	section	C57BL/6
TS15	EMAGE:1019	wholemount spatial annotation	mgi	in situ	MGI:1101193	9.5 dpc	Pax3	wholemount	C57BL/6
TS23	EMAGE:10190	wholemount spatial annotation	eurexpress	in situ	T51035	14.5 dpc	Slc27a4	section	C57BL/6
TS09	EMAGE:735	3D spatial annotation	mgi	in situ	MGI:1261541	6.75 dpc	T	section	
TS23	EMAGE:10212	wholemount spatial annotation	eurexpress	in situ	T50319	14.5 dpc	Eci1	section	C57BL/6
TS23	EMAGE:10213	wholemount spatial annotation	eurexpress	in situ	T50066	14.5 dpc	Acadvl	section	C57BL/6
TS23	EMAGE:10214	wholemount spatial annotation	eurexpress	in situ	T2205	14.5 dpc	Ppp1r1b	section	C57BL/6
TS23	EMAGE:10215	wholemount spatial annotation	eurexpress	in situ	T1688	14.5 dpc	Ccrl1	section	C57BL/6
TS23	EMAGE:10216	wholemount spatial annotation	eurexpress	in situ	T50353	14.5 dpc	Etfdh	section	C57BL/6
TS23	EMAGE:10217	wholemount spatial annotation	eurexpress	in situ	T1468	14.5 dpc	Dis3l	section	C57BL/6
TS23	EMAGE:10218	wholemount spatial annotation	eurexpress	in situ	T1465	14.5 dpc	Actg1	section	C57BL/6
TS23	EMAGE:10219	wholemount spatial annotation	eurexpress	in situ	T56028	14.5 dpc	Slc38a5	section	C57BL/6
TS16	EMAGE:1022	wholemount spatial annotation	mgi	in situ	MGI:1101193	10.0 dpc	Pax3	wholemount	129Ola/C57BL6
TS23	EMAGE:10220	wholemount spatial annotation	eurexpress	in situ	T56026	14.5 dpc	Slc35f1	section	C57BL/6
TS23	EMAGE:10221	wholemount spatial annotation	eurexpress	in situ	T56027	14.5 dpc	Slc38a1	section	C57BL/6
TS23	EMAGE:10222	wholemount spatial annotation	eurexpress	in situ	T50468	14.5 dpc	Gstm7	section	C57BL/6
TS23	EMAGE:10223	wholemount spatial annotation	eurexpress	in situ	T2216	14.5 dpc	Nfkbie	section	C57BL/6
TS23	EMAGE:10224	wholemount spatial annotation	eurexpress	in situ	T2241	14.5 dpc	Psmb1	section	C57BL/6
TS23	EMAGE:10225	wholemount spatial annotation	eurexpress	in situ	T2257	14.5 dpc	Slc6a8	section	C57BL/6
TS23	EMAGE:10226	wholemount spatial annotation	eurexpress	in situ	T2229	14.5 dpc	Hoxc10	section	C57BL/6
TS23	EMAGE:10227	wholemount spatial annotation	eurexpress	in situ	T2119	14.5 dpc	Coq3	section	C57BL/6
TS23	EMAGE:10228	wholemount spatial annotation	eurexpress	in situ	T2158	14.5 dpc	Mbnl2	section	C57BL/6
TS23	EMAGE:10229	wholemount spatial annotation	eurexpress	in situ	T2164	14.5 dpc	Pigo	section	C57BL/6
TS20	EMAGE:1023	3D spatial annotation	mgi	in situ	MGI:1326871	12.5 dpc	Dlx1	section	unspecified
TS23	EMAGE:10209	wholemount spatial annotation	eurexpress	in situ	T1695	14.5 dpc	Prss53	section	C57BL/6
TS17	EMAGE:1021	3D spatial annotation	mgi	in situ	MGI:1101193	10.5 dpc	Pax3	section	C3H/101 x CBA/Ca
TS23	EMAGE:10210	wholemount spatial annotation	eurexpress	in situ	T2301	14.5 dpc	Me2	section	C57BL/6
TS23	EMAGE:10211	wholemount spatial annotation	eurexpress	in situ	T2292	14.5 dpc	Gprc5c	section	C57BL/6
TS23	EMAGE:10234	wholemount spatial annotation	eurexpress	in situ	T56025	14.5 dpc	Slc22a3	section	C57BL/6
TS23	EMAGE:10235	wholemount spatial annotation	eurexpress	in situ	T56036	14.5 dpc	Slc38a3	section	C57BL/6
TS23	EMAGE:10236	wholemount spatial annotation	eurexpress	in situ	T50463	14.5 dpc	Gpx7	section	C57BL/6
TS23	EMAGE:10237	wholemount spatial annotation	eurexpress	in situ	T51117	14.5 dpc	Txnrd2	section	C57BL/6
TS23	EMAGE:10238	wholemount spatial annotation	eurexpress	in situ	T50049	14.5 dpc	Acacb	section	C57BL/6
TS23	EMAGE:10239	wholemount spatial annotation	eurexpress	in situ	T50706	14.5 dpc	Ndufab1	section	C57BL/6
TS09	EMAGE:1024	wholemount spatial annotation	mgi	in situ	MGI:1196631	6.5 dpc	Cer1	wholemount	unspecified
TS23	EMAGE:10240	wholemount spatial annotation	eurexpress	in situ	T50691	14.5 dpc	Ndufaf1	section	C57BL/6
TS23	EMAGE:10241	wholemount spatial annotation	eurexpress	in situ	T50465	14.5 dpc	Gstm1	section	C57BL/6
TS23	EMAGE:10242	wholemount spatial annotation	eurexpress	in situ	T50474	14.5 dpc	Gsto2	section	C57BL/6
TS23	EMAGE:10243	wholemount spatial annotation	eurexpress	in situ	T50708	14.5 dpc	Ndufa10	section	C57BL/6
TS23	EMAGE:10244	wholemount spatial annotation	eurexpress	in situ	T50711	14.5 dpc	Ndufs3	section	C57BL/6
TS23	EMAGE:10245	wholemount spatial annotation	eurexpress	in situ	T50709	14.5 dpc	Ndufs1	section	C57BL/6
TS23	EMAGE:10246	wholemount spatial annotation	eurexpress	in situ	T56035	14.5 dpc	Slc4a2	section	C57BL/6
TS23	EMAGE:10247	wholemount spatial annotation	eurexpress	in situ	T50712	14.5 dpc	Ndufv1	section	C57BL/6
TS23	EMAGE:10248	wholemount spatial annotation	eurexpress	in situ	T50129	14.5 dpc	Atp7a	section	C57BL/6
TS23	EMAGE:10249	wholemount spatial annotation	eurexpress	in situ	T51170	14.5 dpc	Uqcrc2	section	C57BL/6
TS14	EMAGE:1025	wholemount spatial annotation	mgi	in situ	MGI:1332538	9 dpc	Dll1	wholemount	CD-1
TS23	EMAGE:10250	wholemount spatial annotation	eurexpress	in situ	T50705	14.5 dpc	Nqo2	section	C57BL/6
TS23	EMAGE:10251	wholemount spatial annotation	eurexpress	in situ	T50130	14.5 dpc	Atp7b	section	C57BL/6
TS23	EMAGE:10230	wholemount spatial annotation	eurexpress	in situ	T2156	14.5 dpc	Trpv2	section	C57BL/6
TS23	EMAGE:10231	wholemount spatial annotation	eurexpress	in situ	T50063	14.5 dpc	Acsl5	section	C57BL/6
TS23	EMAGE:10232	wholemount spatial annotation	eurexpress	in situ	T50062	14.5 dpc	Acsl4	section	C57BL/6
TS23	EMAGE:10233	wholemount spatial annotation	eurexpress	in situ	T50064	14.5 dpc	Acsl6	section	C57BL/6
TS23	EMAGE:10256	wholemount spatial annotation	eurexpress	in situ	T50188	14.5 dpc	Car12	section	C57BL/6
TS23	EMAGE:10257	wholemount spatial annotation	eurexpress	in situ	T2293	14.5 dpc	Jam3	section	C57BL/6
TS23	EMAGE:10258	wholemount spatial annotation	eurexpress	in situ	T2294	14.5 dpc	Trap1	section	C57BL/6
TS23	EMAGE:10259	wholemount spatial annotation	eurexpress	in situ	T2266	14.5 dpc	Dpyd	section	C57BL/6
TS16	EMAGE:1026	wholemount spatial annotation	mgi	in situ	MGI:1332538	9.5 dpc	Dll1	wholemount	CD-1
TS23	EMAGE:10260	wholemount spatial annotation	eurexpress	in situ	T50255	14.5 dpc	Cox10	section	C57BL/6
TS23	EMAGE:10261	wholemount spatial annotation	eurexpress	in situ	T50583	14.5 dpc	Klf6	section	C57BL/6
TS23	EMAGE:10262	wholemount spatial annotation	eurexpress	in situ	T50849	14.5 dpc	Paics	section	C57BL/6
TS23	EMAGE:10263	wholemount spatial annotation	eurexpress	in situ	T50805	14.5 dpc	Pgk1	section	C57BL/6
TS23	EMAGE:10264	wholemount spatial annotation	eurexpress	in situ	T50128	14.5 dpc	Atp11a	section	C57BL/6
TS23	EMAGE:10265	wholemount spatial annotation	eurexpress	in situ	T50464	14.5 dpc	Gsta4	section	C57BL/6
TS23	EMAGE:10266	wholemount spatial annotation	eurexpress	in situ	T50467	14.5 dpc	Gstm5	section	C57BL/6
TS23	EMAGE:10267	wholemount spatial annotation	eurexpress	in situ	T50136	14.5 dpc	Atp13a2	section	C57BL/6
TS23	EMAGE:10268	wholemount spatial annotation	eurexpress	in situ	T51040	14.5 dpc	Slc41a3	section	C57BL/6
TS23	EMAGE:10269	wholemount spatial annotation	eurexpress	in situ	T51036	14.5 dpc	Slc27a5	section	C57BL/6
TS11	EMAGE:1027	wholemount spatial annotation	mgi	in situ	MGI:1340537	7.5 dpc	Dll1	wholemount	unspecified
TS23	EMAGE:10270	wholemount spatial annotation	eurexpress	in situ	T51033	14.5 dpc	Slc27a1	section	C57BL/6
TS23	EMAGE:10271	wholemount spatial annotation	eurexpress	in situ	T56029	14.5 dpc	Slc25a30	section	C57BL/6
TS23	EMAGE:10272	wholemount spatial annotation	eurexpress	in situ	T50693	14.5 dpc	Slc25a24	section	C57BL/6
TS23	EMAGE:10273	wholemount spatial annotation	eurexpress	in situ	T50176	14.5 dpc	Car10	section	C57BL/6
TS23	EMAGE:10252	wholemount spatial annotation	eurexpress	in situ	T50135	14.5 dpc	Atp13a1	section	C57BL/6
TS23	EMAGE:10253	wholemount spatial annotation	eurexpress	in situ	T50362	14.5 dpc	Echdc2	section	C57BL/6
TS23	EMAGE:10254	wholemount spatial annotation	eurexpress	in situ	T51116	14.5 dpc	Txnrd1	section	C57BL/6
TS23	EMAGE:10255	wholemount spatial annotation	eurexpress	in situ	T50707	14.5 dpc	Ndufa9	section	C57BL/6
TS23	EMAGE:10278	wholemount spatial annotation	eurexpress	in situ	T1712	14.5 dpc	Imp3	section	C57BL/6
TS23	EMAGE:10279	wholemount spatial annotation	eurexpress	in situ	T3622	14.5 dpc	Snx3	section	C57BL/6
TS15	EMAGE:1028	wholemount spatial annotation	mgi	in situ	MGI:1332538	9.5 dpc	Dll1	wholemount	unspecified
TS23	EMAGE:10280	wholemount spatial annotation	eurexpress	in situ	T3625	14.5 dpc	Lrrc42	section	C57BL/6
TS23	EMAGE:10281	wholemount spatial annotation	eurexpress	in situ	T1710	14.5 dpc	R3hdm2	section	C57BL/6
TS23	EMAGE:10282	wholemount spatial annotation	eurexpress	in situ	T3542	14.5 dpc	Ythdf2	section	C57BL/6
TS23	EMAGE:10283	wholemount spatial annotation	eurexpress	in situ	T1807	14.5 dpc	Edem2	section	C57BL/6
TS23	EMAGE:10284	wholemount spatial annotation	eurexpress	in situ	T3537	14.5 dpc	Wnk1	section	C57BL/6
TS23	EMAGE:10285	wholemount spatial annotation	eurexpress	in situ	T3538	14.5 dpc	Fbxo44	section	C57BL/6
TS23	EMAGE:10286	wholemount spatial annotation	eurexpress	in situ	T1808	14.5 dpc	Aplf	section	C57BL/6
TS23	EMAGE:10287	wholemount spatial annotation	eurexpress	in situ	T3541	14.5 dpc	Thumpd3	section	C57BL/6
TS23	EMAGE:10288	wholemount spatial annotation	eurexpress	in situ	T1785	14.5 dpc	Tcf7	section	C57BL/6
TS23	EMAGE:10289	wholemount spatial annotation	eurexpress	in situ	T1607	14.5 dpc	L2hgdh	section	C57BL/6
TS15	EMAGE:1029	wholemount spatial annotation	mgi	in situ	MGI:2446515	9.5 dpc	Dll3	wholemount	unspecified
TS23	EMAGE:10290	wholemount spatial annotation	eurexpress	in situ	T3646	14.5 dpc	Apobec2	section	C57BL/6
TS23	EMAGE:10291	wholemount spatial annotation	eurexpress	in situ	T3643	14.5 dpc	Vps4b	section	C57BL/6
TS23	EMAGE:10292	wholemount spatial annotation	eurexpress	in situ	T3642	14.5 dpc	Jph1	section	C57BL/6
TS23	EMAGE:10293	wholemount spatial annotation	eurexpress	in situ	T3636	14.5 dpc	Def8	section	C57BL/6
TS23	EMAGE:10294	wholemount spatial annotation	eurexpress	in situ	T3639	14.5 dpc	Ccnh	section	C57BL/6
TS23	EMAGE:10295	wholemount spatial annotation	eurexpress	in situ	T3638	14.5 dpc	Dync2li1	section	C57BL/6
TS23	EMAGE:10274	wholemount spatial annotation	eurexpress	in situ	T3675	14.5 dpc	Cks2	section	C57BL/6
TS23	EMAGE:10275	wholemount spatial annotation	eurexpress	in situ	T3607	14.5 dpc	Btg2	section	C57BL/6
TS23	EMAGE:10276	wholemount spatial annotation	eurexpress	in situ	T3624	14.5 dpc	Rheb	section	C57BL/6
TS23	EMAGE:10277	wholemount spatial annotation	eurexpress	in situ	T1707	14.5 dpc	Arrb2	section	C57BL/6
TS12	EMAGE:103	wholemount spatial annotation	mgi	in situ	MGI:1930285	9 Somite no.	Fgf8	wholemount	
TS15	EMAGE:1030	wholemount spatial annotation	mgi	in situ	MGI:2676485	21 Somite no.	Wnt3a	wholemount	unspecified
TS23	EMAGE:10300	wholemount spatial annotation	eurexpress	in situ	T3545	14.5 dpc	Ppp1r13b	section	C57BL/6
TS23	EMAGE:10301	wholemount spatial annotation	eurexpress	in situ	T3552	14.5 dpc	Gapvd1	section	C57BL/6
TS23	EMAGE:10302	wholemount spatial annotation	eurexpress	in situ	T3550	14.5 dpc	Asrgl1	section	C57BL/6
TS23	EMAGE:10303	wholemount spatial annotation	eurexpress	in situ	T3547	14.5 dpc	Flot2	section	C57BL/6
TS23	EMAGE:10304	wholemount spatial annotation	eurexpress	in situ	T3592	14.5 dpc	Aup1	section	C57BL/6
TS23	EMAGE:10305	wholemount spatial annotation	eurexpress	in situ	T1610	14.5 dpc	Acsl6	section	C57BL/6
TS23	EMAGE:10306	wholemount spatial annotation	eurexpress	in situ	T3698	14.5 dpc	Pot1a	section	C57BL/6
TS23	EMAGE:10307	wholemount spatial annotation	eurexpress	in situ	T3651	14.5 dpc	Prap1	section	C57BL/6
TS23	EMAGE:10308	wholemount spatial annotation	eurexpress	in situ	T3652	14.5 dpc	1500031L02Rik	section	C57BL/6
TS23	EMAGE:10309	wholemount spatial annotation	eurexpress	in situ	T1637	14.5 dpc	Leprotl1	section	C57BL/6
TS14	EMAGE:1031	wholemount spatial annotation	mgi	in situ	MGI:2676485	9.0 dpc	Wnt3a	wholemount	
TS23	EMAGE:10310	wholemount spatial annotation	eurexpress	in situ	T469	14.5 dpc	Tenc1	section	C57BL/6
TS23	EMAGE:10311	wholemount spatial annotation	eurexpress	in situ	T1666	14.5 dpc	Gck	section	C57BL/6
TS23	EMAGE:10312	wholemount spatial annotation	eurexpress	in situ	T3619	14.5 dpc	Vasn	section	C57BL/6
TS23	EMAGE:10313	wholemount spatial annotation	eurexpress	in situ	T3570	14.5 dpc	Sh3bp5l	section	C57BL/6
TS23	EMAGE:10314	wholemount spatial annotation	eurexpress	in situ	T3617	14.5 dpc	Ccdc120	section	C57BL/6
TS23	EMAGE:10315	wholemount spatial annotation	eurexpress	in situ	T3621	14.5 dpc	Tmem223	section	C57BL/6
TS23	EMAGE:10316	wholemount spatial annotation	eurexpress	in situ	T3571	14.5 dpc	Srpk3	section	C57BL/6
TS23	EMAGE:10296	wholemount spatial annotation	eurexpress	in situ	T50355	14.5 dpc	Eno1	section	C57BL/6
TS23	EMAGE:10297	wholemount spatial annotation	eurexpress	in situ	T50829	14.5 dpc	Pgam2	section	C57BL/6
TS23	EMAGE:10298	wholemount spatial annotation	eurexpress	in situ	T1609	14.5 dpc	Spsb4	section	C57BL/6
TS23	EMAGE:10299	wholemount spatial annotation	eurexpress	in situ	T3544	14.5 dpc	Pex5	section	C57BL/6
TS23	EMAGE:10320	wholemount spatial annotation	eurexpress	in situ	T3580	14.5 dpc	Reps1	section	C57BL/6
TS23	EMAGE:10321	wholemount spatial annotation	eurexpress	in situ	T3589	14.5 dpc	Ftsjd2	section	C57BL/6
TS23	EMAGE:10322	wholemount spatial annotation	eurexpress	in situ	T3588	14.5 dpc	Ap1b1	section	C57BL/6
TS23	EMAGE:10323	wholemount spatial annotation	eurexpress	in situ	T3593	14.5 dpc	Vipar	section	C57BL/6
TS23	EMAGE:10324	wholemount spatial annotation	eurexpress	in situ	T3598	14.5 dpc	Cdc37	section	C57BL/6
TS23	EMAGE:10325	wholemount spatial annotation	eurexpress	in situ	T3596	14.5 dpc	Matk	section	C57BL/6
TS23	EMAGE:10326	wholemount spatial annotation	eurexpress	in situ	T3597	14.5 dpc	Ankfy1	section	C57BL/6
TS23	EMAGE:10327	wholemount spatial annotation	eurexpress	in situ	T3594	14.5 dpc	Aars	section	C57BL/6
TS23	EMAGE:10328	wholemount spatial annotation	eurexpress	in situ	T3662	14.5 dpc	Ucma	section	C57BL/6
TS23	EMAGE:10329	wholemount spatial annotation	eurexpress	in situ	T3644	14.5 dpc	Vkorc1l1	section	C57BL/6
TS11	EMAGE:1033	both wholemount and 3D spatial annotation	mgi	in situ	MGI:1351844	8.0 dpc	Lmo2	sectioned wholemount	BALB/c
TS23	EMAGE:10330	wholemount spatial annotation	eurexpress	in situ	T50048	14.5 dpc	Acaca	section	C57BL/6
TS23	EMAGE:10331	wholemount spatial annotation	eurexpress	in situ	T50065	14.5 dpc	Acot1	section	C57BL/6
TS23	EMAGE:10332	wholemount spatial annotation	eurexpress	in situ	T50256	14.5 dpc	Cox11	section	C57BL/6
TS23	EMAGE:10333	wholemount spatial annotation	eurexpress	in situ	T3743	14.5 dpc	Dhfr	section	C57BL/6
TS23	EMAGE:10334	wholemount spatial annotation	eurexpress	in situ	T50137	14.5 dpc	Atp13a5	section	C57BL/6
TS23	EMAGE:10335	wholemount spatial annotation	eurexpress	in situ	T50200	14.5 dpc	Cpt1c	section	C57BL/6
TS23	EMAGE:10336	wholemount spatial annotation	eurexpress	in situ	T51078	14.5 dpc	Sod2	section	C57BL/6
TS23	EMAGE:10337	wholemount spatial annotation	eurexpress	in situ	T50359	14.5 dpc	Echs1	section	C57BL/6
TS23	EMAGE:10338	wholemount spatial annotation	eurexpress	in situ	T50300	14.5 dpc	Dicer1	section	C57BL/6
TS23	EMAGE:10317	wholemount spatial annotation	eurexpress	in situ	T3575	14.5 dpc	Mrpl18	section	C57BL/6
TS23	EMAGE:10318	wholemount spatial annotation	eurexpress	in situ	T3579	14.5 dpc	Rps6ka1	section	C57BL/6
TS23	EMAGE:10319	wholemount spatial annotation	eurexpress	in situ	T3576	14.5 dpc	Tpst1	section	C57BL/6
TS12	EMAGE:1032	3D spatial annotation	mgi	in situ	MGI:11030	6-8 Somite no.	Bmp2	wholemount plus section of wholemount	unspecified
TS23	EMAGE:10342	wholemount spatial annotation	eurexpress	in situ	T50375	14.5 dpc	Ephb6	section	C57BL/6
TS23	EMAGE:10343	wholemount spatial annotation	eurexpress	in situ	T50377	14.5 dpc	Efna4	section	C57BL/6
TS23	EMAGE:10344	wholemount spatial annotation	eurexpress	in situ	T50371	14.5 dpc	Ephb1	section	C57BL/6
TS23	EMAGE:10345	wholemount spatial annotation	eurexpress	in situ	T2100	14.5 dpc	Dll4	section	C57BL/6
TS23	EMAGE:10346	wholemount spatial annotation	eurexpress	in situ	T456	14.5 dpc	Rsbn1	section	C57BL/6
TS23	EMAGE:10347	wholemount spatial annotation	eurexpress	in situ	T3549	14.5 dpc	Ccdc72	section	C57BL/6
TS23	EMAGE:10348	wholemount spatial annotation	eurexpress	in situ	T1546	14.5 dpc	Ccar1	section	C57BL/6
TS23	EMAGE:10349	wholemount spatial annotation	eurexpress	in situ	T3699	14.5 dpc	Tbcel	section	C57BL/6
TS10	EMAGE:1035	3D spatial annotation	mgi	in situ	MGI:14717	7.5 dpc	Kdr	section	
TS23	EMAGE:10350	wholemount spatial annotation	eurexpress	in situ	T3795	14.5 dpc	Phf5a	section	C57BL/6
TS23	EMAGE:10351	wholemount spatial annotation	eurexpress	in situ	T50233	14.5 dpc	Cfl1	section	C57BL/6
TS23	EMAGE:10352	wholemount spatial annotation	eurexpress	in situ	T3561	14.5 dpc	Cox4nb	section	C57BL/6
TS23	EMAGE:10353	wholemount spatial annotation	eurexpress	in situ	T3866	14.5 dpc	C1qc	section	C57BL/6
TS23	EMAGE:10354	wholemount spatial annotation	eurexpress	in situ	T50934	14.5 dpc	Drosha	section	C57BL/6
TS23	EMAGE:10355	wholemount spatial annotation	eurexpress	in situ	T3868	14.5 dpc	U2af1l4	section	C57BL/6
TS23	EMAGE:10356	wholemount spatial annotation	eurexpress	in situ	T6382	14.5 dpc	Des	section	C57BL/6
TS23	EMAGE:10357	wholemount spatial annotation	eurexpress	in situ	T6333	14.5 dpc	Synj1	section	C57BL/6
TS23	EMAGE:10358	wholemount spatial annotation	eurexpress	in situ	T6327	14.5 dpc	Il10rb	section	C57BL/6
TS23	EMAGE:10359	wholemount spatial annotation	eurexpress	in situ	T6373	14.5 dpc	Mrpl28	section	C57BL/6
TS12	EMAGE:1036	wholemount spatial annotation	mgi	in situ	MGI:1929263	8.5 dpc	Kdr	wholemount	either: (129P2/OlaHsd x C57BL/6) or (129P2/(OlaHsd x CD-1) or (129X1/SvJ x C57BL/6)
TS23	EMAGE:10339	wholemount spatial annotation	eurexpress	in situ	T50689	14.5 dpc	Ephb3	section	C57BL/6
TS14	EMAGE:1034	wholemount spatial annotation	mgi	in situ	MGI:1351844	9.5 dpc	Lmo2	wholemount	BALB/c
TS23	EMAGE:10340	wholemount spatial annotation	eurexpress	in situ	T50373	14.5 dpc	Ephb4	section	C57BL/6
TS23	EMAGE:10341	wholemount spatial annotation	eurexpress	in situ	T50372	14.5 dpc	Ephb2	section	C57BL/6
TS23	EMAGE:10365	wholemount spatial annotation	eurexpress	in situ	T3765	14.5 dpc	Mfsd5	section	C57BL/6
TS23	EMAGE:10366	wholemount spatial annotation	eurexpress	in situ	T3763	14.5 dpc	Chrna1	section	C57BL/6
TS23	EMAGE:10367	wholemount spatial annotation	eurexpress	in situ	T3764	14.5 dpc	Dlk2	section	C57BL/6
TS23	EMAGE:10368	wholemount spatial annotation	eurexpress	in situ	T3583	14.5 dpc	Junb	section	C57BL/6
TS23	EMAGE:10369	wholemount spatial annotation	eurexpress	in situ	T3632	14.5 dpc	Tsc22d3	section	C57BL/6
TS12	EMAGE:1037	3D spatial annotation	mgi	in situ	MGI:14717	8.5 dpc	Kdr	section	CD-1
TS23	EMAGE:10370	wholemount spatial annotation	eurexpress	in situ	T3578	14.5 dpc	Gnptg	section	C57BL/6
TS23	EMAGE:10371	wholemount spatial annotation	eurexpress	in situ	T3600	14.5 dpc	Shprh	section	C57BL/6
TS23	EMAGE:10372	wholemount spatial annotation	eurexpress	in situ	T3590	14.5 dpc	Etv5	section	C57BL/6
TS23	EMAGE:10373	wholemount spatial annotation	eurexpress	in situ	T496	14.5 dpc	Slc9a8	section	C57BL/6
TS23	EMAGE:10374	wholemount spatial annotation	eurexpress	in situ	T3870	14.5 dpc	H28	section	C57BL/6
TS23	EMAGE:10375	wholemount spatial annotation	eurexpress	in situ	T3655	14.5 dpc	Limch1	section	C57BL/6
TS23	EMAGE:10376	wholemount spatial annotation	eurexpress	in situ	T3676	14.5 dpc	Haus8	section	C57BL/6
TS23	EMAGE:10377	wholemount spatial annotation	eurexpress	in situ	T3701	14.5 dpc	Ick	section	C57BL/6
TS23	EMAGE:10378	wholemount spatial annotation	eurexpress	in situ	T3692	14.5 dpc	Ropn1l	section	C57BL/6
TS23	EMAGE:10379	wholemount spatial annotation	eurexpress	in situ	T1731	14.5 dpc	S100a9	section	C57BL/6
TS15	EMAGE:1038	3D spatial annotation	mgi	in situ	MGI:1313344		Isl1	section	
TS23	EMAGE:10380	wholemount spatial annotation	eurexpress	in situ	T1730	14.5 dpc	Col9a2	section	C57BL/6
TS23	EMAGE:10381	wholemount spatial annotation	eurexpress	in situ	T1742	14.5 dpc	Kif4	section	C57BL/6
TS23	EMAGE:10382	wholemount spatial annotation	eurexpress	in situ	T1736	14.5 dpc	Ppib	section	C57BL/6
TS23	EMAGE:10360	wholemount spatial annotation	eurexpress	in situ	T6361	14.5 dpc	Eif4enif1	section	C57BL/6
TS23	EMAGE:10361	wholemount spatial annotation	eurexpress	in situ	T6331	14.5 dpc	Stk11ip	section	C57BL/6
TS23	EMAGE:10362	wholemount spatial annotation	eurexpress	in situ	T50177	14.5 dpc	Car11	section	C57BL/6
TS23	EMAGE:10363	wholemount spatial annotation	eurexpress	in situ	T50183	14.5 dpc	Car5a	section	C57BL/6
TS23	EMAGE:10364	wholemount spatial annotation	eurexpress	in situ	T3768	14.5 dpc	Me1	section	C57BL/6
TS23	EMAGE:10387	wholemount spatial annotation	eurexpress	in situ	T2232	14.5 dpc	Mtf1	section	C57BL/6
TS23	EMAGE:10388	wholemount spatial annotation	eurexpress	in situ	T13	14.5 dpc	Dhx33	section	C57BL/6
TS23	EMAGE:10389	wholemount spatial annotation	eurexpress	in situ	T2230	14.5 dpc	Serpinb9b	section	C57BL/6
TS19	EMAGE:1039	wholemount spatial annotation	mgi	in situ	MGI:20735	10.5 dpc	Lhx1	wholemount	unspecified
